n. noltei,z. marina,g. vermiculophylla,sedimento,arena,roca,algas verdes,algas pardas,algas rojas,microfitobentos,foto
0.0,0.0,0.0,0.0,95.0,0.0,5.0,0.0,0.0,0.0,RE_PHOTO_20250521_184507.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_184452.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_184420.jpg
0.0,0.0,0.0,0.0,90.0,0.0,10.0,0.0,0.0,0.0,RE_PHOTO_20250521_184358.jpg
40.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_184348.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_184339.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_184327.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_184229.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_184132.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_184124.jpg
0.0,0.0,0.0,0.0,5.0,0.0,95.0,0.0,0.0,0.0,RE_PHOTO_20250521_183930.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_183855.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_183845.jpg
35.0,0.0,0.0,20.0,0.0,0.0,45.0,0.0,0.0,0.0,RE_PHOTO_20250521_183818.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,RE_PHOTO_20250521_183614.jpg
0.0,0.0,0.0,0.0,95.0,0.0,5.0,0.0,0.0,0.0,RE_PHOTO_20250521_183551.jpg
0.0,0.0,0.0,0.0,90.0,0.0,10.0,0.0,0.0,0.0,RE_PHOTO_20250521_183504.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_183418.jpg
0.0,0.0,0.0,0.0,70.0,0.0,30.0,0.0,0.0,0.0,RE_PHOTO_20250521_183414.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_183350.jpg
0.0,0.0,0.0,0.0,80.0,0.0,20.0,0.0,0.0,0.0,RE_PHOTO_20250521_183306.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_183239.jpg
20.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_183204.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250521_182658.jpg
20.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_182743.jpg
0.0,0.0,0.0,30.0,0.0,0.0,70.0,0.0,0.0,0.0,RE_PHOTO_20250521_182600.jpg
0.0,0.0,0.0,20.0,0.0,0.0,80.0,0.0,0.0,0.0,RE_PHOTO_20250521_182525.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,RE_PHOTO_20250521_182433.jpg
0.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,RE_PHOTO_20250521_182453.jpg
0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,RE_PHOTO_20250521_182417.jpg
0.0,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,0.0,RE_PHOTO_20250521_182255.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,RE_PHOTO_20250521_182154.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,RE_PHOTO_20250521_181936.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_181807.jpg
0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,60.0,0.0,RE_PHOTO_20250521_181742.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_181730.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_181729.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_181650.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_181614.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_181542.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_181132.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_181049.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_180544.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_180454.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_180406.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_180201.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_180044.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_175721.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_175645.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_175136.jpg
0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,75.0,0.0,RE_PHOTO_20250521_175133.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_175030.jpg
90.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_174953.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_174806.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_174907.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_174743.jpg
0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,60.0,0.0,RE_PHOTO_20250521_174617.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_174600.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_174356.jpg
0.0,0.0,0.0,85.0,0.0,0.0,15.0,0.0,0.0,0.0,RE_PHOTO_20250521_174325.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_174251.jpg
0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,RE_PHOTO_20250521_174219.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_174206.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_174124.jpg
0.0,0.0,0.0,75.0,0.0,0.0,25.0,0.0,0.0,0.0,RE_PHOTO_20250521_174113.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_174039.jpg
0.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,0.0,RE_PHOTO_20250521_174001.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_174004.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_173952.jpg
0.0,0.0,0.0,70.0,0.0,0.0,30.0,0.0,0.0,0.0,RE_PHOTO_20250521_173744.jpg
0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_173756.jpg
0.0,0.0,0.0,0.0,70.0,0.0,0.0,30.0,0.0,0.0,RE_PHOTO_20250521_173544.jpg
15.0,0.0,0.0,65.0,0.0,0.0,20.0,0.0,0.0,0.0,RE_PHOTO_20250521_173509.jpg
0.0,0.0,0.0,0.0,25.0,0.0,0.0,75.0,0.0,0.0,RE_PHOTO_20250521_173455.jpg
0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,RE_PHOTO_20250521_173432.jpg
0.0,0.0,0.0,0.0,60.0,0.0,0.0,40.0,0.0,0.0,RE_PHOTO_20250521_173354.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,RE_PHOTO_20250521_173303.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,RE_PHOTO_20250521_173226.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_173219.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,RE_PHOTO_20250521_173144.jpg
0.0,0.0,0.0,40.0,0.0,0.0,60.0,0.0,0.0,0.0,RE_PHOTO_20250521_173034.jpg
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,RE_PHOTO_20250521_172951.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_173043.jpg
30.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_173013.jpg
0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,5.0,RE_PHOTO_20250521_172845.jpg
0.0,0.0,0.0,0.0,75.0,0.0,25.0,0.0,0.0,0.0,RE_PHOTO_20250521_172834.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_172729.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250521_172544.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_172535.jpg
0.0,0.0,0.0,0.0,75.0,0.0,25.0,0.0,0.0,0.0,RE_PHOTO_20250521_172444.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_172437.jpg
60.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_172357.jpg
0.0,0.0,0.0,0.0,85.0,0.0,15.0,0.0,0.0,0.0,RE_PHOTO_20250521_172408.jpg
0.0,0.0,0.0,0.0,90.0,0.0,10.0,0.0,0.0,0.0,RE_PHOTO_20250521_172302.jpg
60.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_172240.jpg
0.0,0.0,0.0,0.0,60.0,0.0,40.0,0.0,0.0,0.0,RE_PHOTO_20250521_172215.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_172156.jpg
0.0,0.0,0.0,0.0,85.0,0.0,15.0,0.0,0.0,0.0,RE_PHOTO_20250521_172132.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_172111.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_172040.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_172016.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171941.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171906.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171848.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171839.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171802.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171752.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171736.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171706.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171658.jpg
0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,0.0,5.0,RE_PHOTO_20250521_171635.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171523.jpg
95.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171506.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171443.jpg
0.0,0.0,0.0,0.0,10.0,0.0,0.0,90.0,0.0,0.0,RE_PHOTO_20250521_171346.jpg
0.0,0.0,0.0,0.0,85.0,0.0,15.0,0.0,0.0,0.0,RE_PHOTO_20250521_171353.jpg
75.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,5.0,0.0,RE_PHOTO_20250521_171332.jpg
0.0,0.0,0.0,0.0,95.0,0.0,5.0,0.0,0.0,0.0,RE_PHOTO_20250521_171340.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171256.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171223.jpg
0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171150.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171136.jpg
0.0,0.0,0.0,0.0,60.0,0.0,40.0,0.0,0.0,0.0,RE_PHOTO_20250521_171134.jpg
0.0,0.0,0.0,30.0,70.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171101.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171102.jpg
50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_171030.jpg
0.0,0.0,0.0,0.0,40.0,0.0,60.0,0.0,0.0,0.0,RE_PHOTO_20250521_171011.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250521_170939.jpg
40.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,RE_PHOTO_20250521_170843.jpg
0.0,0.0,0.0,10.0,0.0,0.0,0.0,90.0,0.0,0.0,RE_PHOTO_20250521_170743.jpg
0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170739.jpg
0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170652.jpg
0.0,0.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170605.jpg
0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,90.0,0.0,RE_PHOTO_20250521_170550.jpg
0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170509.jpg
0.0,0.0,0.0,25.0,0.0,0.0,0.0,75.0,0.0,0.0,RE_PHOTO_20250521_170503.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170443.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170415.jpg
70.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170406.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170403.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170332.jpg
0.0,0.0,0.0,75.0,0.0,0.0,25.0,0.0,0.0,0.0,RE_PHOTO_20250521_170329.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170319.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170254.jpg
10.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170230.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170236.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170215.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170152.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170127.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_170050.jpg
0.0,0.0,0.0,0.0,99.0,0.0,1.0,0.0,0.0,0.0,RE_PHOTO_20250521_170031.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165928.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165857.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165827.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165754.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250521_165737.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165646.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165650.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165524.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165446.jpg
0.0,0.0,0.0,10.0,0.0,0.0,90.0,0.0,0.0,0.0,RE_PHOTO_20250521_165416.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165407.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165307.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165205.jpg
70.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165144.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165034.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165104.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_165033.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_164958.jpg
0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,RE_PHOTO_20250521_164945.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_164921.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_164813.jpg
0.0,0.0,0.0,14.0,0.0,0.0,85.0,0.0,1.0,0.0,RE_PHOTO_20250521_164731.jpg
0.0,0.0,0.0,20.0,0.0,0.0,80.0,0.0,0.0,0.0,RE_PHOTO_20250521_164531.jpg
0.0,0.0,0.0,15.0,0.0,0.0,85.0,0.0,0.0,0.0,RE_PHOTO_20250521_164429.jpg
0.0,0.0,0.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,RE_PHOTO_20250521_164330.jpg
0.0,0.0,0.0,25.0,0.0,0.0,75.0,0.0,0.0,0.0,RE_PHOTO_20250521_164152.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_164222.jpg
58.3,0.0,0.0,37.5,0.0,0.0,4.2,0.0,0.0,0.0,RE_PHOTO_20250521_162844.jpg
0.0,0.0,0.0,25.0,0.0,0.0,75.0,0.0,0.0,0.0,RE_PHOTO_20250521_162545.jpg
60.0,0.0,0.0,30.0,0.0,0.0,5.0,0.0,5.0,0.0,RE_PHOTO_20250521_162442.jpg
0.0,0.0,0.0,15.0,0.0,0.0,85.0,0.0,0.0,0.0,RE_PHOTO_20250521_162318.jpg
50.0,0.0,0.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,RE_PHOTO_20250521_162212.jpg
75.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,5.0,0.0,RE_PHOTO_20250521_162142.jpg
0.0,0.0,0.0,75.0,0.0,0.0,0.0,25.0,0.0,0.0,RE_PHOTO_20250521_161850.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_161914.jpg
0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,25.0,0.0,RE_PHOTO_20250521_161634.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250521_160722.jpg
0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_210138.jpg
50.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_210048.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_210020.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_205746.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_205434.jpg
0.0,80.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,RE_PHOTO_20250523_205348.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_205244.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_205137.jpg
100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_205058.jpg
0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,RE_PHOTO_20250523_205010.jpg
